,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Type_Combined,Outlet_Age
2238,998,10.8,0,0.082150145,4,192.9504,5,1985,1,2,3,7478.2656,1,28
2943,998,10.8,0,0.138171603,4,191.4504,0,1998,2,2,0,575.2512,1,15
3982,998,10.8,0,0.082549896,4,193.7504,8,1997,2,0,1,4602.0096,1,16
4101,998,10.8,0,0.144534212,4,190.6504,4,1985,2,0,0,575.2512,1,28
5568,998,10.8,0,0.0824812,4,191.6504,1,1987,0,2,1,2492.7552,1,26
1353,270,10.895,1,0.009636821,4,121.873,9,1999,1,0,1,2463.46,1,14
2095,270,10.895,1,0.009613854,4,122.973,1,1987,0,2,1,1231.73,1,26
2113,270,10.895,1,0.009620042,4,121.673,6,2004,2,1,1,1970.768,1,9
3634,270,10.895,1,0.009641375,4,124.173,7,2002,2,1,1,1601.249,1,11
4124,270,10.895,1,0.009676286,4,122.873,2,2007,2,1,1,3448.844,1,6
1874,1548,8.43,0,0.177971115,9,174.0422,9,1999,1,0,1,2069.3064,2,14
3662,1548,8.43,0,0.17766124600000002,9,170.5422,6,2004,2,1,1,3621.2862,2,9
5924,1548,8.43,0,0.17769484600000002,9,171.1422,8,1997,2,0,1,2586.633,2,16
7002,1548,8.43,0,0.17683435100000006,9,172.1422,5,1985,1,2,3,5000.8238,2,28
159,797,14.0,1,0.060376775999999986,5,154.5656,1,1987,0,2,1,2471.4496,1,26
180,797,14.0,1,0.060134441,5,153.0656,5,1985,1,2,3,6024.1584,1,28
2335,797,14.0,1,0.060427062,5,153.5656,8,1997,2,0,1,3089.312,1,16
5886,797,14.0,1,0.060768862,5,154.8656,2,2007,2,1,1,1390.1904,1,6
1140,1400,6.13,0,0.028365524,9,110.0912,9,1999,1,0,1,1637.868,2,14
6422,1400,6.13,0,0.02848169,9,110.4912,2,2007,2,1,1,1310.2944,2,6
380,1141,20.35,1,0.014753811,6,231.7958,5,1985,1,2,3,5375.0034,1,28
3580,1141,20.35,1,0.012647330333333335,6,234.4958,7,2002,2,1,1,1402.1748,1,11
3600,1141,20.35,1,0.014885998,6,234.4958,3,2009,1,2,2,3271.7412,1,4
3742,1141,20.35,1,0.014822802,6,234.0958,6,2004,2,1,1,2570.6538,1,9
3941,1141,20.35,1,0.024815024,6,234.0958,0,1998,2,2,0,467.3916,1,15
4769,1141,20.35,1,0.014825605,6,233.2958,8,1997,2,0,1,4206.5244,1,16
7025,1141,20.35,1,0.014909465,6,232.3958,2,2007,2,1,1,6076.0908,1,6
7060,1141,20.35,1,0.014813268,6,234.9958,1,1987,0,2,1,5842.395,1,26
8343,1141,20.35,1,0.012647330333333335,6,234.7958,4,1985,2,0,0,467.3916,1,28
4127,325,13.65,1,0.031573246,3,99.47,3,2009,1,2,2,299.61,1,4
4885,325,13.65,1,0.031508924,3,98.77,7,2002,2,1,1,1697.79,1,11
5010,325,13.65,1,0.031418984,3,99.27,1,1987,0,2,1,2596.62,1,26
6067,325,13.65,1,0.031494041,3,98.87,9,1999,1,0,1,2197.14,1,14
8437,325,13.65,1,0.031439206000000004,3,100.07,6,2004,2,1,1,2596.62,1,9
1719,608,15.6,0,0.037680711,13,123.7704,6,2004,2,1,1,3129.26,1,9
1917,608,15.6,0,0.037764269,13,124.9704,7,2002,2,1,1,2253.0672,1,11
3105,608,15.6,0,0.063081713,13,125.7704,0,1998,2,2,0,250.3408,1,15
3503,608,15.6,0,0.037505332,13,126.2704,5,1985,1,2,3,4255.7936,1,28
4808,608,15.6,0,0.037841362,13,125.2704,3,2009,1,2,2,2628.5784,1,4
5711,608,15.6,0,0.037901015,13,124.1704,2,2007,2,1,1,1877.556,1,6
2645,1321,8.51,0,0.051936086,9,142.947,6,2004,2,1,1,3006.087,2,9
2807,1321,8.51,0,0.05190268,9,142.247,1,1987,0,2,1,2862.94,2,26
3413,1321,8.51,0,0.0416259514,9,142.14700000000005,9,1999,1,0,1,1717.764,2,14
3611,1321,8.51,0,0.052239735,9,141.947,2,2007,2,1,1,2004.058,2,6
7472,1321,8.51,0,0.052051256,9,142.247,7,2002,2,1,1,2004.058,2,11
6094,1507,5.485,0,0.07155776900000001,8,165.7842,0,1998,2,2,0,165.7842,2,15
6235,1507,5.485,0,0.042838514,8,163.7842,7,2002,2,1,1,1657.842,2,11
8068,1507,5.485,0,0.042743728,8,166.2842,6,2004,2,1,1,1989.4104,2,9
8388,1507,5.485,0,0.042716235,8,164.8842,1,1987,0,2,1,2155.1946,2,26
1618,761,12.65,0,0.069565759,10,52.4324,7,2002,2,1,1,571.2564,1,11
1676,761,12.65,0,0.069817659,10,53.5324,2,2007,2,1,1,830.9184,1,6
3008,761,12.65,0,0.069707771,10,51.0324,3,2009,1,2,2,727.0536,1,4
3204,761,12.65,0,0.121554149,10,53.7324,4,1985,2,0,0,311.5944,1,28
6579,761,12.65,0,0.116203156,10,53.5324,0,1998,2,2,0,415.4592,1,15
7271,761,12.65,0,0.06908877,10,52.3324,5,1985,1,2,3,1298.31,1,28
8427,761,12.65,0,0.069532901,10,51.8324,9,1999,1,0,1,1090.5804,1,14
20,666,18.85,1,0.138190277,13,250.8724,1,1987,0,2,1,3775.086,1,26
3787,666,18.85,1,0.138585859,13,252.4724,7,2002,2,1,1,3271.7412,1,11
5836,666,18.85,1,0.138868769,13,251.8724,3,2009,1,2,2,3271.7412,1,4
6782,666,18.85,1,0.13908768300000002,13,251.7724,2,2007,2,1,1,3020.0688,1,6
13,904,17.6,1,0.047257328,13,119.6782,8,1997,2,0,1,2145.2076,1,16
236,904,17.6,1,0.082741482,13,118.7782,4,1985,2,0,0,119.1782,1,28
3448,904,17.6,1,0.047524635,13,118.2782,2,2007,2,1,1,715.0692,1,6
4110,904,17.6,1,0.047449835,13,118.1782,3,2009,1,2,2,2621.9204,1,4
8220,904,17.6,1,0.047330801,13,120.8782,9,1999,1,0,1,2621.9204,1,14
75,254,8.39,1,0.024205661,5,114.0176,8,1997,2,0,1,2290.3520000000008,1,16
1011,254,8.39,1,0.024304264,5,114.0176,3,2009,1,2,2,1488.7288,1,4
1820,254,8.39,1,0.024342578,5,113.6176,2,2007,2,1,1,2862.94,1,6
1982,254,8.39,1,0.024243294,5,116.0176,9,1999,1,0,1,1603.2464,1,14
4944,254,8.39,1,0.024201084,5,112.6176,6,2004,2,1,1,2175.8344,1,9
5118,254,8.39,1,0.024088444,5,112.7176,5,1985,1,2,3,1832.2816,1,28
7146,254,8.39,1,0.024185517000000004,5,115.7176,1,1987,0,2,1,1374.2112,1,26
1100,289,14.15,0,0.020614212,6,126.4046,5,1985,1,2,3,5353.6978,1,28
2188,289,14.15,0,0.020798905,6,123.6046,3,2009,1,2,2,1245.046,1,4
2279,289,14.15,0,0.020714523,6,124.2046,8,1997,2,0,1,2490.092,1,16
354,973,7.71,1,0.06670068,13,55.2956,9,1999,1,0,1,1255.6988,1,14
8080,973,7.71,1,0.06627464,13,54.1956,5,1985,1,2,3,3002.758,1,28
1363,845,6.78,1,0.085392428,6,226.7694,5,1985,1,2,3,6165.9738,1,28
1665,845,6.78,1,0.067891602,6,227.5694,9,1999,1,0,1,3653.9104,1,14
2026,845,6.78,1,0.08573655,6,229.5694,1,1987,0,2,1,3425.541,1,26
4433,845,6.78,1,0.085981978,6,228.4694,7,2002,2,1,1,5480.8656,1,11
7799,845,6.78,1,0.067891602,6,227.4694,8,1997,2,0,1,3197.1716,1,16
8250,845,6.78,1,0.150238656,6,229.3694,4,1985,2,0,0,228.3694,1,28
353,77,7.97,0,0.034452949,14,174.0422,8,1997,2,0,1,2586.633,0,16
2616,77,7.97,0,0.034647829,14,171.2422,2,2007,2,1,1,3103.9596,0,6
3307,77,7.97,0,0.034424278,14,171.8422,1,1987,0,2,1,2069.3064,0,26
3597,77,7.97,0,0.02792547685714286,14,173.7422,7,2002,2,1,1,2759.0752,0,11
4141,77,7.97,0,0.034286109,14,173.1422,5,1985,1,2,3,5000.8238,0,28
4291,77,7.97,0,0.057667173,14,172.1422,0,1998,2,2,0,517.3266,0,15
4481,77,7.97,0,0.02792547685714286,14,172.0422,3,2009,1,2,2,5690.5926,0,4
47,1057,10.0,0,0.025879577,3,265.2226,7,2002,2,1,1,5815.0972,1,11
1117,1057,10.0,0,0.025827199,3,263.2226,8,1997,2,0,1,3700.5164,1,16
1785,1057,10.0,0,0.025932408,3,264.7226,3,2009,1,2,2,3171.8712,1,4
3690,1057,10.0,0,0.025867353,3,264.6226,9,1999,1,0,1,4757.8068,1,14
3869,1057,10.0,0,0.025702129,3,262.6226,5,1985,1,2,3,7136.7102,1,28
4424,1057,10.0,0,0.025822315,3,262.7226,6,2004,2,1,1,3171.8712,1,9
1010,208,14.0,1,0.031267496,3,51.464,8,1997,2,0,1,692.432,1,16
2168,208,14.0,1,0.031444357,3,53.764,2,2007,2,1,1,798.96,1,6
3815,208,14.0,1,0.031330907000000005,3,52.364,7,2002,2,1,1,745.696,1,11
4194,208,14.0,1,0.031261583,3,52.56399999999999,6,2004,2,1,1,639.168,1,9
7425,208,14.0,1,0.031116081,3,55.264,5,1985,1,2,3,1544.656,1,28
979,388,9.3,0,0.067055339,5,184.2292,3,2009,1,2,2,1277.0044,1,4
1505,388,9.3,0,0.0699477698888889,5,182.9292,2,2007,2,1,1,4013.4424,1,6
1532,388,9.3,0,0.066918731,5,184.2292,7,2002,2,1,1,1641.8628,1,11
1842,388,9.3,0,0.06688712299999999,5,183.9292,9,1999,1,0,1,3283.7256,1,14
3674,388,9.3,0,0.066459891,5,184.2292,5,1985,1,2,3,4560.73,1,28
4697,388,9.3,0,0.066727717,5,181.6292,1,1987,0,2,1,2371.5796,1,26
6002,388,9.3,0,0.11178154,5,182.3292,0,1998,2,2,0,182.4292,1,15
7729,388,9.3,0,0.06677066400000001,5,180.5292,6,2004,2,1,1,2189.1504,1,9
8030,388,9.3,0,0.116928924,5,183.3292,4,1985,2,0,0,364.8584,1,28
5022,819,6.195,1,0.191500528,0,121.2098,4,1985,2,0,0,120.5098,1,28
539,1380,15.35,0,0.015673267,11,145.047,6,2004,2,1,1,2719.793,2,9
769,1380,15.35,0,0.015663185,11,143.947,1,1987,0,2,1,3006.087,2,26
3134,1380,15.35,0,0.015700603,11,141.14700000000005,9,1999,1,0,1,2719.793,2,14
5818,1380,15.35,0,0.015708023,11,143.447,7,2002,2,1,1,2576.646,2,11
7021,1380,15.35,0,0.015676231000000002,11,144.047,8,1997,2,0,1,286.2940000000001,2,16
1967,182,12.1,0,0.115107028,0,222.0114,7,2002,2,1,1,3547.3824,1,11
2457,182,12.1,0,0.11487406,0,221.4114,8,1997,2,0,1,5099.3622,1,16
2136,417,13.65,0,0.040049609,5,34.4558,2,2007,2,1,1,611.2044,1,6
2242,417,13.65,0,0.039631495,5,31.9558,5,1985,1,2,3,984.7182,1,28
8239,417,13.65,0,0.066657791,5,32.6558,0,1998,2,2,0,67.9116,1,15
8359,417,13.65,0,0.039824346,5,32.8558,8,1997,2,0,1,645.1602,1,16
2835,1136,8.355,0,0.013957308,0,94.0462,7,2002,2,1,1,1480.7392,1,11
4384,1136,8.355,0,0.013926425,0,93.0462,6,2004,2,1,1,1110.5544,1,9
4641,1136,8.355,0,0.013929059,0,94.1462,8,1997,2,0,1,2221.1088,1,16
4929,1136,8.355,0,0.013861607,0,94.4462,5,1985,1,2,3,2036.0164,1,28
7416,1136,8.355,0,0.024387984,0,92.4462,4,1985,2,0,0,185.0924,1,28
1824,1250,14.1,0,0.111936685,13,198.8084,0,1998,2,2,0,992.042,1,15
2102,1250,14.1,0,0.117091213,13,197.9084,4,1985,2,0,0,992.042,1,28
2515,1250,14.1,0,0.06682033,13,198.9084,1,1987,0,2,1,4761.8016,1,26
2763,1250,14.1,0,0.06714840700000001,13,200.4084,3,2009,1,2,2,3968.168,1,4
5533,1250,14.1,0,0.067011609,13,197.1084,7,2002,2,1,1,2182.4924,1,11
7114,1250,14.1,0,0.066979957,13,196.7084,9,1999,1,0,1,3174.5344,1,14
952,1165,10.195,0,0.0514111,1,33.0558,5,1985,1,2,3,984.7182,1,28
2011,1165,10.195,0,0.051618281,1,31.9558,1,1987,0,2,1,373.5138,1,26
3949,1165,10.195,0,0.051871718,1,35.3558,3,2009,1,2,2,237.6906,1,4
5631,1165,10.195,0,0.051766042000000005,1,34.5558,7,2002,2,1,1,441.4254,1,11
7227,1165,10.195,0,0.051661272,1,33.3558,8,1997,2,0,1,848.895,1,16
163,47,7.27,0,0.071077939,14,114.2518,8,1997,2,0,1,2618.5914,0,16
290,47,7.27,0,0.071222087,14,113.5518,7,2002,2,1,1,569.259,0,11
1844,47,7.27,0,0.071188446,14,111.9518,9,1999,1,0,1,1138.518,0,14
4729,47,7.27,0,0.07136748,14,111.8518,3,2009,1,2,2,2277.036,0,4
4861,47,7.269999999999999,0,0.124448295,14,112.0518,4,1985,2,0,0,113.8518,0,28
6759,47,7.27,0,0.071064499,14,114.4518,6,2004,2,1,1,1366.2216,0,9
2795,1156,17.75,1,0.063416566,0,154.6656,0,1998,2,2,0,308.9312,1,15
5963,1156,17.75,1,0.038042233,0,154.2656,3,2009,1,2,2,3398.2432,1,4
7703,1156,17.75,1,0.066336811,0,154.1656,4,1985,2,0,0,617.8624,1,28
8361,1156,17.75,1,0.038102203,0,154.0656,2,2007,2,1,1,1390.1904,1,6
3130,1196,17.0,1,0.026546765,3,142.14700000000005,1,1987,0,2,1,2147.205,1,26
3133,1196,17.0,1,0.026563851,3,141.247,6,2004,2,1,1,3292.381,1,9
4626,1196,17.0,1,0.026622757,3,144.247,7,2002,2,1,1,3149.234000000001,1,11
6929,1196,17.0,1,0.026568875,3,142.047,8,1997,2,0,1,3149.234000000001,1,16
8362,1196,17.0,1,0.026440214,3,143.64700000000005,5,1985,1,2,3,2862.94,1,28
2132,708,6.3,0,0.126831854,3,209.027,5,1985,1,2,3,4613.9940000000015,1,28
3001,708,6.3,0,0.21332355,3,208.527,0,1998,2,2,0,419.454,1,15
3137,708,6.3,0,0.127424932,3,208.127,6,2004,2,1,1,2306.9970000000008,1,9
3245,708,6.3,0,0.127449031,3,210.527,8,1997,2,0,1,6291.81,1,16
4635,708,6.3,0,0.127968205,3,209.627,3,2009,1,2,2,3984.813,1,4
5737,708,6.3,0,0.127647181,3,207.927,9,1999,1,0,1,2097.27,1,14
1672,1247,8.935,0,0.039988162,5,55.7298,5,1985,1,2,3,1024.6662,1,28
2707,1247,8.935,0,0.040410039,5,52.9298,2,2007,2,1,1,539.298,1,6
5309,1247,8.935,0,0.040346436,5,53.7298,3,2009,1,2,2,593.2278,1,4
5971,1247,8.935,0,0.04026424,5,52.6298,7,2002,2,1,1,808.947,1,11
7443,1247,8.935,0,0.040245222,5,54.9298,9,1999,1,0,1,1348.245,1,14
584,338,9.195,0,0.107891398,13,182.7634,8,1997,2,0,1,3817.0314,1,16
1564,338,9.195,0,0.108059141,13,181.7634,9,1999,1,0,1,6179.9556,1,14
1839,338,9.195,0,0.180588082,13,182.2634,0,1998,2,2,0,363.5268,1,15
7937,338,9.195,0,0.108501676,13,183.6634,2,2007,2,1,1,2362.9242,1,6
8217,338,9.195,0,0.108330902,13,183.6634,3,2009,1,2,2,2726.451,1,4
8243,338,9.195,0,0.107870997,13,181.2634,6,2004,2,1,1,2362.9242,1,9
1025,816,7.275,0,0.048932713,13,144.476,4,1985,2,0,0,146.476,1,28
2583,816,7.275,0,0.027942357,13,145.076,6,2004,2,1,1,1611.236,1,9
3777,816,7.275,0,0.027812304,13,147.476,5,1985,1,2,3,3368.948,1,28
8045,816,7.275,0,0.027991093,13,145.976,9,1999,1,0,1,3515.4240000000004,1,14
3695,1338,6.86,0,0.061155983,9,228.401,0,1998,2,2,0,229.701,2,15
3720,1338,6.86,0,0.036360386,9,231.601,5,1985,1,2,3,7580.133000000002,2,28
4568,1338,6.86,0,0.03674399,9,231.201,2,2007,2,1,1,6201.927,2,6
5409,1338,6.86,0,0.036530411,9,227.801,6,2004,2,1,1,3904.917,2,9
6197,1338,6.86,0,0.036686158,9,229.601,3,2009,1,2,2,2526.711,2,4
2465,692,10.395,1,0.036957777,10,230.5352,7,2002,2,1,1,4580.7040000000015,1,11
4688,692,10.395,1,0.064577332,10,230.5352,4,1985,2,0,0,687.1056,1,28
8201,692,10.395,1,0.03670437,10,228.1352,5,1985,1,2,3,9390.4432,1,28
8491,692,10.395,1,0.037033223,10,227.9352,3,2009,1,2,2,4809.7392,1,4
687,992,8.785,0,0.020539695166666667,6,123.0414,0,1998,2,2,0,121.8414,1,15
2608,992,8.785,0,0.025962714,6,120.9414,6,2004,2,1,1,1949.4624,1,9
3320,992,8.785,0,0.025841875,6,120.7414,5,1985,1,2,3,4386.2904,1,28
3360,992,8.785,0,0.020539695166666667,6,120.5414,1,1987,0,2,1,1583.9382,1,26
3645,992,8.785,0,0.045465958,6,120.8414,4,1985,2,0,0,852.8898,1,28
7199,992,8.785,0,0.025967624,6,119.9414,8,1997,2,0,1,1462.0968,1,16
407,652,10.8,1,0.048143292,0,40.2138,8,1997,2,0,1,690.4346,1,16
901,652,10.8,1,0.048339408,0,41.5138,3,2009,1,2,2,446.7518,1,4
2633,652,10.8,1,0.048218142,0,42.2138,9,1999,1,0,1,690.4346,1,14
6348,652,10.8,1,0.0289401684,0,39.3138,1,1987,0,2,1,1015.345,1,26
6614,652,10.8,1,0.0289401684,0,40.7138,2,2007,2,1,1,406.138,1,6
80,316,7.76,0,0.059352240999999986,13,101.87,8,1997,2,0,1,1697.79,1,16
681,316,7.76,0,0.059341019,13,99.77,6,2004,2,1,1,798.96,1,9
6701,316,7.76,0,0.059472609,13,98.77,7,2002,2,1,1,1298.31,1,11
7003,316,7.76,0,0.103918113,13,100.67,4,1985,2,0,0,399.48,1,28
7177,316,7.76,0,0.05930285,13,98.77,1,1987,0,2,1,1697.79,1,26
7950,316,7.76,0,0.059594017,13,99.67,3,2009,1,2,2,1897.53,1,4
594,1358,5.82,0,0.080640478,9,167.77900000000002,8,1997,2,0,1,2886.243,2,16
806,1358,5.82,0,0.080968973,9,171.37900000000005,3,2009,1,2,2,2037.348,2,4
1116,1358,5.82,0,0.081096613,9,170.37900000000005,2,2007,2,1,1,1018.674,2,6
1480,1358,5.82,0,0.08062523,9,168.37900000000005,6,2004,2,1,1,1188.453,2,9
2898,1358,5.82,0,0.07779186300000002,9,169.37900000000005,1,1987,0,2,1,2376.906,2,26
4361,1358,5.82,0,0.134975628,9,170.579,0,1998,2,2,0,509.337,2,15
5989,1358,5.82,0,0.080804019,9,171.479,7,2002,2,1,1,4074.696,2,11
7176,1358,5.82,0,0.080765853,9,169.179,9,1999,1,0,1,2037.348,2,14
7310,1358,5.82,0,0.080249973,9,168.679,5,1985,1,2,3,4923.5909999999985,2,28
116,1228,16.85,1,0.160760054,5,192.4478,2,2007,2,1,1,4843.695,1,6
4494,1228,16.85,1,0.159081735,5,193.5478,5,1985,1,2,3,4649.9472,1,28
4530,1228,16.85,1,0.267565911,5,194.1478,0,1998,2,2,0,1162.4868,1,15
4695,1228,16.85,1,0.159825617,5,195.5478,6,2004,2,1,1,4262.4516,1,9
8022,1228,16.85,1,0.159722816,5,194.1478,1,1987,0,2,1,5812.434,1,26
8215,1228,16.85,1,0.279886948,5,193.1478,4,1985,2,0,0,387.4956,1,28
560,67,8.575,0,0.023983258,14,106.328,3,2009,1,2,2,958.752,0,4
2486,67,8.575,0,0.041821227,14,107.628,4,1985,2,0,0,213.056,0,28
6288,67,8.575,0,0.023934398,14,105.828,7,2002,2,1,1,958.752,0,11
6603,67,8.575,0,0.023866079,14,107.128,1,1987,0,2,1,958.752,0,26
8276,67,8.575,0,0.023885957000000003,14,106.628,8,1997,2,0,1,958.752,0,16
1284,927,14.85,0,0.018568129,3,188.2214,6,2004,2,1,1,3014.7424,1,9
2604,927,14.85,0,0.01867669,3,188.7214,2,2007,2,1,1,3956.8494,1,6
4790,927,14.85,0,0.018571641,3,187.3214,8,1997,2,0,1,4333.6922,1,16
6699,927,14.85,0,0.032516546,3,188.8214,4,1985,2,0,0,753.6856,1,28
7858,927,14.85,0,0.0176666012,3,187.7214,0,1998,2,2,0,188.4214,1,15
1496,1354,7.68,0,0.255348289,8,84.4224,0,1998,2,2,0,170.4448,2,15
6458,1354,7.68,0,0.15317794099999998,8,85.2224,3,2009,1,2,2,1278.336,2,4
6851,1354,7.68,0,0.152429537,8,85.5224,1,1987,0,2,1,1278.336,2,26
7048,1354,7.68,0,0.152865879,8,84.9224,7,2002,2,1,1,1619.2256,2,11
7452,1354,7.68,0,0.153419412,8,86.4224,2,2007,2,1,1,511.3344,2,6
3455,536,7.145,0,0.017814518,5,159.8578,9,1999,1,0,1,2246.4092,1,14
4080,536,7.145,0,0.017822936,5,161.3578,7,2002,2,1,1,1123.2046,1,11
4300,536,7.145,0,0.017887474,5,160.6578,2,2007,2,1,1,1765.0358,1,6
4878,536,7.145,0,0.01785932,5,160.6578,3,2009,1,2,2,2246.4092,1,4
8203,536,7.145,0,0.017783501,5,159.4578,6,2004,2,1,1,3209.156,1,9
3505,817,7.315,0,0.01532563,13,153.434,9,1999,1,0,1,459.402,1,14
4654,817,7.315,0,0.01530184,13,154.434,8,1997,2,0,1,1378.206,1,16
5849,817,7.315,0,0.015364173,13,154.334,3,2009,1,2,2,4287.752,1,4
8082,817,7.315,0,0.015332872,13,154.034,7,2002,2,1,1,612.536,1,11
8425,817,7.315,0,0.0102207525,13,153.734,6,2004,2,1,1,2756.4120000000007,1,9
8480,817,7.315,0,0.0102207525,13,154.534,4,1985,2,0,0,459.402,1,28
6526,1001,19.35,1,0.057762301,6,237.3564,5,1985,1,2,3,2145.2076,1,28
7421,1001,19.35,1,0.0288811505,6,238.6564,1,1987,0,2,1,3575.3459999999995,1,26
944,436,21.0,0,0.049263979000000006,13,195.0478,1,1987,0,2,1,1549.9824,1,26
1275,436,21.0,0,0.049583899,13,193.8478,2,2007,2,1,1,1162.4868,1,6
2170,436,21.0,0,0.082526478,13,191.8478,0,1998,2,2,0,774.9912,1,15
2209,436,21.0,0,0.08632670699999999,13,192.6478,4,1985,2,0,0,387.4956,1,28
3154,436,21.0,0,0.049066248,13,192.4478,5,1985,1,2,3,8912.3988,1,28
3735,436,21.0,0,0.049505857,13,195.3478,3,2009,1,2,2,1162.4868,1,4
3791,436,21.0,0,0.049295686,13,194.4478,6,2004,2,1,1,968.739,1,9
6202,436,21.0,0,0.049381666,13,193.0478,9,1999,1,0,1,1549.9824,1,14
1382,1467,12.5,0,0.006759519,9,42.8112,1,1987,0,2,1,639.168,2,26
1792,1467,12.5,0,0.006775666999999999,9,42.9112,9,1999,1,0,1,1022.6688,2,14
5789,1467,12.5,0,0.00676387,9,40.8112,6,2004,2,1,1,553.9456,2,9
7797,1467,12.5,0,0.006765149,9,41.7112,8,1997,2,0,1,383.5008,2,16
786,467,12.3,0,0.037014587,13,115.1834,7,2002,2,1,1,1958.1178,1,11
2989,467,12.3,0,0.036908933,13,115.9834,1,1987,0,2,1,2073.3012,1,26
3784,467,12.3,0,0.036939673,13,113.1834,8,1997,2,0,1,3109.9518,1,16
4089,467,12.3,0,0.037148619,13,116.8834,2,2007,2,1,1,2649.2182,1,6
8062,467,12.3,0,0.036997104,13,115.9834,9,1999,1,0,1,2073.3012,1,14
8323,467,12.3,0,0.030834819333333333,13,116.4834,3,2009,1,2,2,1842.9344,1,4
339,617,7.895,1,0.095102092,2,104.4332,2,2007,2,1,1,2870.9296,1,6
629,617,7.895,1,0.0945493,2,102.6332,6,2004,2,1,1,1640.5312,1,9
2283,617,7.895,1,0.094567181,2,104.5332,8,1997,2,0,1,1845.5976,1,16
4460,617,7.895,1,0.094488485,2,100.7332,1,1987,0,2,1,1230.3984,1,26
6077,617,7.894999999999999,1,0.094109236,2,102.9332,5,1985,1,2,3,3691.1952,1,28
7096,617,7.895,1,0.094952408,2,101.1332,3,2009,1,2,2,1332.9316,1,4
561,38,19.1,0,0.075836522,4,40.2138,0,1998,2,2,0,81.2276,0,15
788,38,19.1,0,0.045299563,4,38.8138,6,2004,2,1,1,365.5242,0,9
1264,38,19.1,0,0.045088724,4,39.7138,5,1985,1,2,3,1096.5726,0,28
2817,38,19.1,0,0.045378573,4,42.4138,9,1999,1,0,1,243.6828,0,14
2868,38,19.1,0,0.045492697,4,40.3138,3,2009,1,2,2,527.9794,0,4
4341,38,19.1,0,0.045400017,4,38.8138,7,2002,2,1,1,690.4346,0,11
6407,38,19.1,0,0.045308131,4,42.5138,8,1997,2,0,1,649.8208,0,16
8049,38,19.1,0,0.045270426,4,38.8138,1,1987,0,2,1,731.0484,0,26
542,1047,13.0,1,0.083109455,3,195.8426,5,1985,1,2,3,5734.5354,1,28
699,1047,13.0,1,0.083498083,3,199.4426,6,2004,2,1,1,593.2278,1,9
2350,1047,13.0,1,0.139785104,3,196.2426,0,1998,2,2,0,197.7426,1,15
2458,1047,13.0,1,0.08364371599999999,3,196.0426,9,1999,1,0,1,2570.6538,1,14
6470,1047,13.0,1,0.083444376,3,195.8426,1,1987,0,2,1,4152.5946,1,26
8196,1047,13.0,1,0.083683243,3,198.5426,7,2002,2,1,1,1186.4556,1,11
2050,1083,5.34,1,0.005935001,13,98.8358,5,1985,1,2,3,2010.716,1,28
2870,1083,5.34,1,0.005963881,13,99.5358,8,1997,2,0,1,1407.5012,1,16
3752,1083,5.34,1,0.005962753,13,102.4358,6,2004,2,1,1,2010.716,1,9
5917,1083,5.34,1,0.0059589180000000005,13,101.6358,1,1987,0,2,1,1709.1086,1,26
8501,1083,5.34,1,0.005997615,13,100.4358,2,2007,2,1,1,1508.037,1,6
2822,1229,6.425,0,0.093983518,6,175.5712,2,2007,2,1,1,1230.3984,1,6
6184,1229,6.425,0,0.093002339,6,177.7712,5,1985,1,2,3,4921.5936,1,28
6325,1229,6.425,0,0.093454899,6,175.3712,8,1997,2,0,1,2988.1104,1,16
3006,1013,8.27,1,0.089120516,13,149.8708,5,1985,1,2,3,3611.2992,1,28
5596,1013,8.27,1,0.089735804,13,148.7708,7,2002,2,1,1,2708.4744,1,11
6403,1013,8.27,1,0.089479661,13,148.6708,1,1987,0,2,1,2106.5912,1,26
7910,1013,8.27,1,0.089554186,13,150.8708,8,1997,2,0,1,2407.5328,1,16
8291,1013,8.27,1,0.149895348,13,152.0708,0,1998,2,2,0,451.4124,1,15
2591,17,6.96,0,0.077193561,14,89.9146,8,1997,2,0,1,1277.0044,0,16
4273,17,6.96,0,0.077129323,14,92.7146,1,1987,0,2,1,1733.0774,0,26
4442,17,6.96,0,0.077178965,14,93.1146,6,2004,2,1,1,2189.1504,0,9
5043,17,6.96,0,0.06628431071428571,14,89.4146,5,1985,1,2,3,2645.2234,0,28
5149,17,6.96,0,0.077630199,14,90.9146,2,2007,2,1,1,1459.4336,0,6
5308,17,6.96,0,0.077350112,14,91.4146,7,2002,2,1,1,638.5022,0,11
5637,17,6.96,0,0.077508015,14,92.3146,3,2009,1,2,2,1094.5752,0,4
1877,911,7.02,0,0.081623275,6,148.0734,2,2007,2,1,1,1930.1542,1,6
3257,911,7.02,0,0.07867087774999999,6,148.1734,3,2009,1,2,2,890.8404,1,4
4917,911,7.02,0,0.081290366,6,147.3734,9,1999,1,0,1,2524.0478,1,14
5722,911,7.019999999999999,0,0.080771137,6,146.4734,5,1985,1,2,3,4157.2552,1,28
6435,911,7.02,0,0.08114883,6,146.8734,6,2004,2,1,1,3563.3616,1,9
6565,911,7.019999999999999,0,0.142107998,6,150.3734,4,1985,2,0,0,296.9468,1,28
