,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_Combined,Outlet_Age
2217,379,20.25,1,0.022547134,4,249.5092,9,1999,1,0,1,1,14
4021,379,20.25,1,0.022493399,4,247.8092,1,1987,0,2,1,1,26
4526,379,20.25,1,0.022512132999999997,4,248.4092,8,1997,2,0,1,1,16
4994,379,20.25,1,0.022557788999999998,4,247.7092,7,2002,2,1,1,1,11
5056,379,20.25,1,0.022603837999999998,4,248.1092,3,2009,1,2,2,1,4
13,966,4.785,0,0.092737611,1,122.3098,9,1999,1,0,1,1,14
2301,966,4.785,0,0.154982791,1,120.7098,0,1998,2,2,0,1,15
3940,966,4.785,0,0.092593652,1,119.4098,8,1997,2,0,1,1,16
4958,966,4.785,0,0.162119533,1,121.2098,4,1985,2,0,0,1,28
44,740,6.71,0,0.059565107,1,217.2166,0,1998,2,2,0,1,15
1852,740,6.71,0,0.062307997000000004,1,217.4166,4,1985,2,0,0,1,28
2113,740,6.71,0,0.035788152999999996,1,216.7166,2,2007,2,1,1,1,6
3178,740,6.71,0,0.035642187,1,217.6166,9,1999,1,0,1,1,14
5610,740,6.71,0,0.035586859,1,219.5166,8,1997,2,0,1,1,16
2422,1022,20.2,1,0.059922682000000005,6,127.8678,7,2002,2,1,1,1,11
2494,1022,20.2,1,0.059801402999999996,6,127.9678,8,1997,2,0,1,1,16
55,392,7.855,0,0.011278673000000001,3,188.8188,9,1999,1,0,1,1,14
1005,392,7.855,0,0.011284003,3,190.8188,7,2002,2,1,1,1,11
3890,392,7.855,0,0.011259035,3,190.2188,6,2004,2,1,1,1,9
4323,392,7.855,0,0.011251793000000001,3,190.3188,1,1987,0,2,1,1,26
16,500,19.85,0,0.05413521,12,198.7768,7,2002,2,1,1,1,11
1589,1178,7.605,0,0.129972082,6,162.921,2,2007,2,1,1,1,6
1599,1178,7.605,0,0.129767515,6,161.821,3,2009,1,2,2,1,4
3500,1178,7.605000000000001,0,0.128615187,6,163.221,5,1985,1,2,3,1,28
3564,1178,7.605,0,0.129133491,6,163.721,1,1987,0,2,1,1,26
3880,1178,7.605,0,0.12944197699999999,6,161.221,9,1999,1,0,1,1,14
4740,1178,7.605,0,0.129241042,6,165.021,8,1997,2,0,1,1,16
4850,1178,7.605,0,0.129216604,6,162.921,6,2004,2,1,1,1,9
3431,123,9.695,0,0.07044455599999999,7,179.4344,8,1997,2,0,1,0,16
4394,123,9.695,0,0.07055407799999999,7,178.9344,9,1999,1,0,1,0,14
4952,123,9.695,0,0.07073151700000001,7,178.0344,3,2009,1,2,2,0,4
5302,123,9.695,0,0.070385933,7,177.3344,1,1987,0,2,1,0,26
2004,1505,16.2,0,0.050418702,9,193.4162,9,1999,1,0,1,2,14
2443,1505,16.2,0,0.050340435999999995,9,191.6162,8,1997,2,0,1,2,16
2824,1505,16.2,0,0.050298544,9,191.8162,1,1987,0,2,1,2,26
4586,1505,16.2,0,0.050096660999999994,9,192.4162,5,1985,1,2,3,2,28
3945,310,18.25,1,0.18433167,4,108.95700000000001,2,2007,2,1,1,1,6
5473,310,18.25,1,0.18366660699999998,4,108.65700000000001,7,2002,2,1,1,1,11
1801,1090,20.1,1,0.022316641,6,229.5036,5,1985,1,2,3,1,28
2071,1090,20.1,1,0.022516587,6,228.2036,3,2009,1,2,2,1,4
2578,1090,20.1,1,0.022470715,6,229.3036,7,2002,2,1,1,1,11
3233,1090,20.1,1,0.022420996000000002,6,226.2036,6,2004,2,1,1,1,9
3892,1090,20.1,1,0.039263694,6,228.1036,4,1985,2,0,0,1,28
1427,226,6.92,0,0.038513862,4,61.5852,9,1999,1,0,1,1,14
3068,226,6.92,0,0.038267861,4,62.0852,5,1985,1,2,3,1,28
744,109,7.905,0,0.064426754,7,227.0694,2,2007,2,1,1,0,6
845,109,7.905,0,0.107230638,7,226.6694,0,1998,2,2,0,0,15
2835,109,7.905,0,0.063754145,7,226.4694,5,1985,1,2,3,0,28
4569,109,7.905,0,0.064052266,7,229.9694,6,2004,2,1,1,0,9
343,112,19.5,1,0.05160517133333333,14,233.1958,8,1997,2,0,1,0,16
3611,112,19.5,1,0.077328827,14,233.5958,7,2002,2,1,1,0,11
5266,112,19.5,1,0.077486687,14,231.8958,3,2009,1,2,2,0,4
98,1230,6.035,1,0.065917194,0,185.72400000000002,7,2002,2,1,1,1,11
125,1230,6.035,1,0.0714181462,0,186.424,5,1985,1,2,3,1,28
1315,1230,6.035,1,0.065886059,0,184.924,9,1999,1,0,1,1,14
2075,1230,6.035,1,0.115178912,0,187.824,4,1985,2,0,0,1,28
5246,1230,6.035,1,0.11010856599999999,0,186.12400000000002,0,1998,2,2,0,1,15
2329,1144,4.615,1,0.10199009699999999,3,232.53,9,1999,1,0,1,1,14
2440,1144,4.615,1,0.101831776,3,234.03,8,1997,2,0,1,1,16
2096,383,7.07,0,0.0703292885,13,115.1834,9,1999,1,0,1,1,14
3256,383,7.07,0,0.093593225,13,115.1834,1,1987,0,2,1,1,26
4617,383,7.07,0,0.093671176,13,115.3834,8,1997,2,0,1,1,16
5673,383,7.07,0,0.094052753,13,116.0834,3,2009,1,2,2,1,4
1309,706,14.75,0,0.08932246099999999,13,112.2518,8,1997,2,0,1,1,16
1650,706,14.75,0,0.089827705,13,114.4518,2,2007,2,1,1,1,6
3118,706,14.75,0,0.088889913,13,114.1518,5,1985,1,2,3,1,28
3191,706,14.75,0,0.089503609,13,112.2518,7,2002,2,1,1,1,11
4448,706,14.75,0,0.089305571,13,115.5518,6,2004,2,1,1,1,9
4584,706,14.75,0,0.08924812900000001,13,113.1518,1,1987,0,2,1,1,26
3061,489,13.35,1,0.014686484,3,206.3638,3,2009,1,2,2,1,4
4556,489,13.35,1,0.014556069,3,208.7638,5,1985,1,2,3,1,28
4565,489,13.35,1,0.014614728,3,207.9638,1,1987,0,2,1,1,26
4587,489,13.35,1,0.014624135,3,207.2638,6,2004,2,1,1,1,9
446,1008,16.75,0,0.060534179,4,169.4106,6,2004,2,1,1,1,9
1109,1008,16.75,0,0.060545628,4,172.5106,8,1997,2,0,1,1,16
1320,1008,16.75,0,0.060888099,4,171.9106,2,2007,2,1,1,1,6
736,648,16.5,0,0.07412849099999999,3,205.4638,3,2009,1,2,2,1,4
3616,648,16.5,0,0.07394253099999999,3,205.8638,9,1999,1,0,1,1,14
5309,648,16.5,0,0.123572515,3,205.1638,0,1998,2,2,0,1,15
26,1304,13.0,0,0.035102094,9,47.6034,6,2004,2,1,1,2,9
911,1304,13.0,0,0.05876482,9,47.3034,0,1998,2,2,0,2,15
2740,1304,13.0,0,0.035108732000000004,9,49.6034,8,1997,2,0,1,2,16
2858,1304,13.0,0,0.035179933999999996,9,49.8034,7,2002,2,1,1,2,11
3696,1304,13.0,0,0.035163317,9,50.2034,9,1999,1,0,1,2,14
1203,419,7.405,0,0.015197838,3,89.7146,5,1985,1,2,3,1,28
2600,419,7.405,0,0.026738937,3,89.6146,4,1985,2,0,0,1,28
2771,427,7.27,1,0.034783374,3,90.5488,0,1998,2,2,0,1,15
3362,427,7.27,1,0.020777214,3,88.8488,6,2004,2,1,1,1,9
3532,427,7.27,1,0.020781143999999998,3,88.7488,8,1997,2,0,1,1,16
4926,427,7.27,1,0.020813453,3,89.6488,9,1999,1,0,1,1,14
2254,334,20.7,0,0.048857794,6,37.8506,7,2002,2,1,1,1,11
3360,334,20.7,0,0.048834717,6,36.5506,9,1999,1,0,1,1,14
775,480,10.3,0,0.079189212,0,174.737,2,2007,2,1,1,1,6
2924,480,10.3,0,0.07886623,0,177.937,9,1999,1,0,1,1,14
4666,480,10.3,0,0.079064574,0,178.237,3,2009,1,2,2,1,4
5285,480,10.3,0,0.078743805,0,175.83700000000002,8,1997,2,0,1,1,16
95,1223,7.935,0,0.017156262,4,48.135,8,1997,2,0,1,1,16
521,1223,7.935,0,0.017226149,4,48.635,3,2009,1,2,2,1,4
1689,1223,7.935,0,0.017153018,4,48.135,6,2004,2,1,1,1,9
5434,1223,7.935,0,0.017073182,4,49.535,5,1985,1,2,3,1,28
970,1366,18.85,0,0.166772358,9,193.0136,5,1985,1,2,3,2,28
3258,1366,18.85,0,0.167923755,9,193.7136,7,2002,2,1,1,2,11
830,342,9.195,1,0.063960902,5,86.4566,1,1987,0,2,1,1,26
3134,342,9.195,1,0.063704181,5,83.6566,5,1985,1,2,3,1,28
4477,342,9.195,1,0.064274939,5,85.8566,3,2009,1,2,2,1,4
1630,1301,6.235,0,0.020280634,9,258.4962,3,2009,1,2,2,2,4
1666,1301,6.235,0,0.020181546,9,260.1962,1,1987,0,2,1,2,26
2011,1301,6.235,0,0.020239317,9,258.5962,7,2002,2,1,1,2,11
2950,1301,6.235,0,0.020194535,9,257.6962,6,2004,2,1,1,2,9
3576,1301,6.235,0,0.020100543000000002,9,258.8962,5,1985,1,2,3,2,28
4024,1301,6.235,0,0.020312603999999998,9,260.9962,2,2007,2,1,1,2,6
1983,484,17.7,0,0.175359775,6,114.3834,2,2007,2,1,1,1,6
3861,484,17.7,0,0.174373447,6,113.2834,8,1997,2,0,1,1,16
5597,484,17.7,0,0.11657774066666667,6,113.4834,3,2009,1,2,2,1,4
1672,1285,19.7,0,0.026958635,9,98.5726,3,2009,1,2,2,2,4
1940,1285,19.7,0,0.027001132999999997,9,98.9726,2,2007,2,1,1,2,6
3447,1285,19.7,0,0.026891006000000002,9,96.5726,9,1999,1,0,1,2,14
3785,1285,19.7,0,0.026844186000000003,9,97.6726,6,2004,2,1,1,2,9
3878,1285,19.7,0,0.044940161,9,97.3726,0,1998,2,2,0,2,15
4479,1285,19.7,0,0.026849262999999998,9,95.8726,8,1997,2,0,1,2,16
34,1005,5.78,0,0.096931426,1,164.2552,2,2007,2,1,1,1,6
826,1005,5.78,0,0.096368001,1,160.6552,6,2004,2,1,1,1,9
3201,1005,5.78,0,0.0965817,1,162.4552,7,2002,2,1,1,1,11
3872,1005,5.78,0,0.096778863,1,161.5552,3,2009,1,2,2,1,4
62,1530,6.38,0,0.015089146999999999,9,141.347,5,1985,1,2,3,2,28
1963,1530,6.38,0,0.015224339,9,144.64700000000002,3,2009,1,2,2,2,4
2525,1530,6.38,0,0.015159706,9,142.447,6,2004,2,1,1,2,9
3424,1530,6.38,0,0.015248338,9,144.14700000000002,2,2007,2,1,1,2,6
5398,1530,6.38,0,0.026547707,9,142.947,4,1985,2,0,0,2,28
3017,99,14.1,0,0.154065962,4,229.3668,4,1985,2,0,0,0,28
3798,99,14.1,0,0.088352351,4,230.7668,3,2009,1,2,2,0,4
3863,99,14.1,0,0.087567787,4,229.5668,5,1985,1,2,3,0,28
3917,99,14.1,0,0.087993901,4,229.8668,8,1997,2,0,1,0,16
234,1034,10.695,1,0.011425458000000001,13,73.6038,8,1997,2,0,1,1,16
953,1034,10.695,1,0.01137013,13,75.2038,5,1985,1,2,3,1,28
1933,1034,10.695,1,0.011423298,13,74.6038,6,2004,2,1,1,1,9
2956,1034,10.695,1,0.011490085,13,72.0038,2,2007,2,1,1,1,6
4713,705,6.36,0,0.20176529199999998,6,46.606,0,1998,2,2,0,1,15
2455,152,15.85,0,0.131484879,3,35.9506,0,1998,2,2,0,1,15
3772,152,15.85,0,0.078554948,3,38.7506,8,1997,2,0,1,1,16
2642,665,5.88,1,0.030309247,5,103.499,7,2002,2,1,1,1,11
2728,665,5.88,1,0.030101427000000004,5,101.79899999999999,5,1985,1,2,3,1,28
3953,665,5.88,1,0.030222732000000002,5,102.699,1,1987,0,2,1,1,26
4605,1140,16.75,0,0.10483596699999999,13,154.863,6,2004,2,1,1,1,9
1299,657,12.6,1,0.06239666,5,101.999,5,1985,1,2,3,1,28
2270,657,12.6,1,0.062955703,5,102.499,3,2009,1,2,2,1,4
4042,657,12.6,1,0.109780112,5,102.59899999999999,4,1985,2,0,0,1,28
4296,657,12.6,1,0.062688433,5,102.59899999999999,6,2004,2,1,1,1,9
804,182,16.25,0,0.087351931,4,94.541,7,2002,2,1,1,1,11
4522,182,16.25,0,0.08753025199999999,4,95.141,3,2009,1,2,2,1,4
457,994,10.3,1,0.011124196999999999,13,87.454,6,2004,2,1,1,1,9
2595,994,10.3,1,0.011171624,13,86.954,3,2009,1,2,2,1,4
2448,820,10.5,1,0.142538224,1,161.1578,8,1997,2,0,1,1,16
2779,820,10.5,1,0.238579765,1,158.5578,0,1998,2,2,0,1,15
3439,820,10.5,1,0.141847977,1,159.6578,5,1985,1,2,3,1,28
5085,820,10.5,1,0.143118865,1,160.8578,3,2009,1,2,2,1,4
5188,820,10.5,1,0.143344479,1,158.4578,2,2007,2,1,1,1,6
333,1172,4.88,1,0.23372937,0,52.4298,4,1985,2,0,0,1,28
357,1172,4.88,1,0.134248297,0,54.9298,2,2007,2,1,1,1,6
577,1172,4.88,1,0.126863526,0,54.1298,7,2002,2,1,1,1,11
3599,1172,4.88,1,0.132846758,0,55.8298,5,1985,1,2,3,1,28
4119,1172,4.88,1,0.133493205,0,53.3298,8,1997,2,0,1,1,16
2273,882,10.195,1,0.012397813999999998,10,195.511,5,1985,1,2,3,1,28
5632,882,10.195,1,0.012508891999999999,10,195.611,3,2009,1,2,2,1,4
1643,1091,9.5,1,0.035144569,6,171.8448,6,2004,2,1,1,1,9
2706,1091,9.5,1,0.035294406,6,172.1448,3,2009,1,2,2,1,4
3767,1091,9.5,1,0.034980994,6,170.7448,5,1985,1,2,3,1,28
3909,924,7.42,0,0.035703488,13,248.0092,4,1985,2,0,0,1,28
538,1060,8.985,1,0.058154195,5,129.83100000000002,2,2007,2,1,1,1,6
2382,1060,8.985,1,0.057816167,5,130.33100000000002,6,2004,2,1,1,1,9
2403,1060,8.985,1,0.057778979,5,130.33100000000002,1,1987,0,2,1,1,26
3192,1060,8.985,1,0.058062665,5,130.83100000000002,3,2009,1,2,2,1,4
4145,1060,8.985,1,0.057917007,5,128.131,9,1999,1,0,1,1,14
2468,1531,20.0,0,0.058599942,8,110.1544,7,2002,2,1,1,2,11
3811,1531,20.0,0,0.058572263,8,112.6544,9,1999,1,0,1,2,14
4431,1531,20.0,0,0.10239327699999999,8,113.1544,4,1985,2,0,0,2,28
5375,1531,20.0,0,0.058470282,8,113.3544,6,2004,2,1,1,2,9
121,1409,19.25,0,0.108641498,9,33.0558,2,2007,2,1,1,2,6
3870,1409,19.25,0,0.10824952199999999,9,32.0558,7,2002,2,1,1,2,11
4058,1409,19.25,0,0.10819839199999999,9,32.4558,9,1999,1,0,1,2,14
645,1227,10.195,0,0.107614855,13,148.6076,7,2002,2,1,1,1,11
814,1227,10.195,0,0.10739705,13,149.5076,8,1997,2,0,1,1,16
1303,28,4.59,0,0.071180921,14,114.186,2,2007,2,1,1,0,6
2377,28,4.59,0,0.071068888,14,113.086,3,2009,1,2,2,0,4
1749,76,7.97,0,0.034446434,14,170.7422,6,2004,2,1,1,0,9
4374,76,7.97,0,0.034506514,14,172.6422,9,1999,1,0,1,0,14
222,669,15.6,1,0.030602574333333337,13,169.2132,8,1997,2,0,1,1,16
3375,669,15.6,1,0.045857055,13,170.4132,7,2002,2,1,1,1,11
4559,669,15.6,1,0.045950668,13,170.8132,3,2009,1,2,2,1,4
1736,391,12.5,0,0.071244009,15,127.102,8,1997,2,0,1,1,16
2509,391,12.5,0,0.07118472099999999,15,127.902,1,1987,0,2,1,1,26
3813,391,12.5,0,0.11924786400000001,15,126.302,0,1998,2,2,0,1,15
4959,391,12.5,0,0.124739062,15,128.102,4,1985,2,0,0,1,28
5111,391,12.5,0,0.071388493,15,128.30200000000002,7,2002,2,1,1,1,11
5331,391,12.5,0,0.070899006,15,128.002,5,1985,1,2,3,1,28
863,971,19.25,1,0.058264085,5,81.9908,6,2004,2,1,1,1,9
1943,971,19.25,1,0.058512492,5,84.2908,3,2009,1,2,2,1,4
2768,971,19.25,1,0.058275104,5,82.1908,8,1997,2,0,1,1,16
3079,971,19.25,1,0.058604732,5,85.5908,2,2007,2,1,1,1,6
4404,971,19.25,1,0.057992904000000005,5,84.8908,5,1985,1,2,3,1,28
827,980,19.2,1,0.08784268860000001,5,189.6214,6,2004,2,1,1,1,9
1461,980,19.2,1,0.09406436800000001,5,187.0214,9,1999,1,0,1,1,14
2109,980,19.2,1,0.09410881900000001,5,188.1214,7,2002,2,1,1,1,11
3205,980,19.2,1,0.157200063,5,189.3214,0,1998,2,2,0,1,15
4771,980,19.2,1,0.093840193,5,188.0214,1,1987,0,2,1,1,26
4417,80,18.85,0,0.13719695099999998,7,159.4578,8,1997,2,0,1,0,16
5417,80,18.85,0,0.13708277900000002,7,162.3578,1,1987,0,2,1,0,26
1843,403,17.35,1,0.146272238,12,151.505,6,2004,2,1,1,1,9
2417,403,17.35,1,0.146178155,12,149.905,1,1987,0,2,1,1,26
2555,1352,10.65,0,0.048450920999999994,11,163.3526,5,1985,1,2,3,2,28
2753,1352,10.65,0,0.048646173,11,166.1526,1,1987,0,2,1,2,26
722,1203,8.975,1,0.015860869,3,103.499,4,1985,2,0,0,1,28
3802,1203,8.975,1,0.009095747,3,104.399,3,2009,1,2,2,1,4
4171,1203,8.975,1,0.009110086,3,101.79899999999999,2,2007,2,1,1,1,6
4822,1203,8.975,1,0.009077217,3,102.09899999999999,7,2002,2,1,1,1,11
531,1109,19.2,1,0.02304845,6,183.495,2,2007,2,1,1,1,6
3551,1109,19.2,1,0.022918812,6,183.995,8,1997,2,0,1,1,16
4038,1109,19.2,1,0.022899739,6,185.095,1,1987,0,2,1,1,26
286,1191,8.6,1,0.09539525800000001,1,131.131,4,1985,2,0,0,1,28
4237,1191,8.6,1,0.054792647,1,128.231,2,2007,2,1,1,1,6
1268,510,8.895,1,0.038852056,0,209.5296,5,1985,1,2,3,1,28
1491,510,8.895,1,0.039200151,0,207.5296,3,2009,1,2,2,1,4
1850,510,8.895,1,0.039033732,0,207.8296,6,2004,2,1,1,1,9
4008,510,8.895,1,0.065346821,0,209.2296,0,1998,2,2,0,1,15
4796,510,8.895,1,0.039041114,0,206.5296,8,1997,2,0,1,1,16
1465,255,16.0,1,0.17272642600000002,13,156.7972,6,2004,2,1,1,1,9
1622,255,16.0,1,0.17192249999999998,13,156.7972,5,1985,1,2,3,1,28
4125,255,16.0,1,0.173736289,13,156.7972,2,2007,2,1,1,1,6
3194,550,9.8,0,0.026127057000000002,13,216.385,9,1999,1,0,1,1,14
5660,550,9.8,0,0.026064791,13,215.385,1,1987,0,2,1,1,26
5662,550,9.8,0,0.026234055,13,214.385,2,2007,2,1,1,1,6
756,1436,15.35,0,0.03512042,9,123.073,1,1987,0,2,1,2,26
1139,1436,15.35,0,0.034979457,9,123.473,5,1985,1,2,3,2,28
1165,1436,15.35,0,0.03514967,9,121.67299999999999,8,1997,2,0,1,2,16
3567,1436,15.35,0,0.035220955,9,121.973,7,2002,2,1,1,2,11
1361,1510,18.0,0,0.025860761,8,157.1604,0,1998,2,2,0,2,15
1512,1510,18.0,0,0.015513313999999999,8,156.9604,3,2009,1,2,2,2,4
1995,1510,18.0,0,0.015437518,8,156.4604,1,1987,0,2,1,2,26
1360,569,19.85,0,0.005256469000000001,4,264.0884,3,2009,1,2,2,1,4
1396,569,19.85,0,0.0026282345000000003,4,265.0884,7,2002,2,1,1,1,11
1938,857,6.675,0,0.042158587000000004,13,90.8462,2,2007,2,1,1,1,6
4026,857,6.675,0,0.070167934,13,91.5462,0,1998,2,2,0,1,15
1715,1368,9.695,0,0.113844617,8,157.8604,1,1987,0,2,1,2,26
1591,418,12.8,0,0.121893603,15,261.3252,4,1985,2,0,0,1,28
2853,418,12.8,0,0.069760029,15,260.5252,7,2002,2,1,1,1,11
2999,418,12.8,0,0.069727079,15,263.6252,9,1999,1,0,1,1,14
5037,418,12.8,0,0.069281708,15,263.5252,5,1985,1,2,3,1,28
4395,1053,15.25,1,0.065884096,13,181.56599999999997,6,2004,2,1,1,1,9
575,714,13.15,1,0.06352516700000001,13,86.3856,0,1998,2,2,0,1,15
1272,714,13.15,1,0.037921193,13,87.3856,1,1987,0,2,1,1,26
4179,714,13.15,1,0.037945599999999996,13,89.1856,6,2004,2,1,1,1,9
185,1396,8.895,0,0.083378259,9,110.9544,9,1999,1,0,1,2,14
1015,1396,8.895,0,0.125420107,9,111.7544,2,2007,2,1,1,2,6
1404,1396,8.895,0,0.12471467,9,111.4544,8,1997,2,0,1,2,16
278,1154,11.8,1,0.17028349199999998,3,115.1834,8,1997,2,0,1,1,16
789,1154,11.8,1,0.17062883199999998,3,115.3834,7,2002,2,1,1,1,11
1267,1154,11.8,1,0.171246685,3,116.5834,2,2007,2,1,1,1,6
4766,1154,11.800000000000002,1,0.169458887,3,116.2834,5,1985,1,2,3,1,28
250,991,19.35,1,0.058161092000000005,6,239.4564,7,2002,2,1,1,1,11
887,991,19.349999999999998,1,0.10162646300000001,6,237.4564,4,1985,2,0,0,1,28
1003,991,19.35,1,0.058133620999999996,6,240.3564,9,1999,1,0,1,1,14
1645,991,19.35,1,0.058279823,6,237.4564,3,2009,1,2,2,1,4
2081,991,19.35,1,0.058032402999999996,6,236.5564,6,2004,2,1,1,1,9
3046,991,19.35,1,0.058371695999999994,6,237.1564,2,2007,2,1,1,1,6
3348,991,19.35,1,0.058043379000000006,6,239.8564,8,1997,2,0,1,1,16
590,555,5.695,0,0.065535324,5,258.5646,1,1987,0,2,1,1,26
1068,555,5.695,0,0.06557750400000001,5,256.2646,6,2004,2,1,1,1,9
4693,555,5.695,0,0.065722924,5,256.9646,7,2002,2,1,1,1,11
5523,555,5.695,0,0.065691881,5,259.4646,9,1999,1,0,1,1,14
544,1442,12.0,0,0.104392185,8,258.8278,9,1999,1,0,1,2,14
721,1442,12.0,0,0.174459878,8,258.7278,0,1998,2,2,0,2,15
1216,1442,12.0,0,0.104441517,8,261.7278,7,2002,2,1,1,2,11
1375,1442,12.0,0,0.103725396,8,261.7278,5,1985,1,2,3,2,28
4124,1442,12.0,0,0.104654725,8,258.7278,3,2009,1,2,2,2,4
4167,1442,12.0,0,0.104210426,8,262.0278,6,2004,2,1,1,2,9
5060,1442,12.0,0,0.104143397,8,262.2278,1,1987,0,2,1,2,26
853,402,15.5,1,0.12588332900000002,6,175.4028,9,1999,1,0,1,1,14
1981,402,15.5,1,0.12507926800000002,6,176.9028,5,1985,1,2,3,1,28
2699,402,15.5,1,0.125583323,6,178.3028,1,1987,0,2,1,1,26
3923,402,15.5,1,0.125664151,6,176.7028,6,2004,2,1,1,1,9
455,655,18.6,0,0.152029528,2,99.3358,6,2004,2,1,1,1,9
2766,655,18.6,0,0.151321932,2,100.7358,5,1985,1,2,3,1,28
3484,655,18.6,0,0.152677702,2,99.9358,3,2009,1,2,2,1,4
1755,752,10.1,0,0.032232864,3,50.9008,3,2009,1,2,2,1,4
2220,752,10.1,0,0.032102094,3,49.9008,8,1997,2,0,1,1,16
3119,752,10.1,0,0.032096024,3,51.1008,6,2004,2,1,1,1,9
4248,752,10.1,0,0.032167198,3,48.7008,7,2002,2,1,1,1,11
4888,752,10.1,0,0.056206622000000005,3,51.3008,4,1985,2,0,0,1,28
8,668,6.305,1,0.12336544599999999,13,95.7436,7,2002,2,1,1,1,11
430,668,6.305,1,0.12361728599999999,13,93.5436,3,2009,1,2,2,1,4
3748,668,6.305,1,0.123092484,13,92.9436,6,2004,2,1,1,1,9
4970,668,6.305,1,0.12381215699999999,13,96.3436,2,2007,2,1,1,1,6
239,411,21.2,1,0.005282506750000001,15,173.0738,2,2007,2,1,1,1,6
1049,411,21.2,1,0.00703512,15,175.5738,1,1987,0,2,1,1,26
1463,411,21.2,1,0.007055259,15,175.4738,7,2002,2,1,1,1,11
2882,411,21.2,1,0.007039648000000001,15,172.4738,6,2004,2,1,1,1,9
219,1540,10.5,0,0.011287928999999999,9,238.9248,8,1997,2,0,1,2,16
1119,1540,10.5,0,0.011310821,9,238.7248,7,2002,2,1,1,2,11
2534,1540,10.5,0,0.019763707,9,236.3248,4,1985,2,0,0,2,28
2634,1540,10.5,0,0.011233267,9,235.5248,5,1985,1,2,3,2,28
4825,1540,10.5,0,0.011333911,9,236.8248,3,2009,1,2,2,2,4
396,680,9.395,1,0.13177444,5,87.7198,9,1999,1,0,1,1,14
1547,680,9.395,1,0.22022101100000002,5,88.1198,0,1998,2,2,0,1,15
2963,680,9.395,1,0.132314096,5,88.5198,2,2007,2,1,1,1,6
3070,680,9.395,1,0.131460394,5,85.2198,1,1987,0,2,1,1,26
3171,680,9.395,1,0.131569883,5,88.1198,8,1997,2,0,1,1,16
3579,680,9.395,1,0.131545005,5,87.3198,6,2004,2,1,1,1,9
4252,680,9.395,1,0.132105843,5,85.3198,3,2009,1,2,2,1,4
5271,680,9.395,1,0.131836711,5,85.2198,7,2002,2,1,1,1,11
509,79,15.35,0,0.020368186,14,216.9508,7,2002,2,1,1,0,11
605,79,15.35,0,0.020228528,14,218.0508,5,1985,1,2,3,0,28
1239,79,15.35,0,0.020358565,14,216.5508,9,1999,1,0,1,0,14
3955,79,15.35,0,0.020323118,14,217.6508,6,2004,2,1,1,0,9
3211,291,8.71,1,0.072267645,3,184.8924,9,1999,1,0,1,1,14
5084,291,8.71,1,0.072095416,3,184.7924,1,1987,0,2,1,1,26
5630,291,8.71,1,0.072449393,3,185.2924,3,2009,1,2,2,1,4
924,482,8.71,1,0.045986314,4,45.5744,8,1997,2,0,1,1,16
2125,482,8.71,1,0.046173643,4,45.3744,3,2009,1,2,2,1,4
2356,482,8.71,1,0.076971662,4,45.7744,0,1998,2,2,0,1,15
4349,482,8.71,1,0.045948045,4,47.2744,1,1987,0,2,1,1,26
4882,482,8.71,1,0.045977618,4,46.7744,6,2004,2,1,1,1,9
1479,1200,11.65,0,0.039725274,13,228.2694,5,1985,1,2,3,1,28
2057,1200,11.65,0,0.069892283,13,226.3694,4,1985,2,0,0,1,28
2936,1200,11.65,0,0.039999537,13,229.8694,7,2002,2,1,1,1,11
3148,1200,11.65,0,0.039885362,13,228.9694,1,1987,0,2,1,1,26
3281,1200,11.65,0,0.066815522,13,229.6694,0,1998,2,2,0,1,15
4379,1200,11.65,0,0.039911033,13,228.9694,6,2004,2,1,1,1,9
4904,1200,11.65,0,0.039918581,13,228.7694,8,1997,2,0,1,1,16
2008,1392,8.39,0,0.12098812099999999,9,164.7868,3,2009,1,2,2,2,4
2770,1392,8.39,0,0.11991375300000001,9,164.5868,5,1985,1,2,3,2,28
5278,1392,8.39,0,0.12074163800000001,9,162.3868,7,2002,2,1,1,2,11
5412,1392,8.39,0,0.120684607,9,164.9868,9,1999,1,0,1,2,14
1708,868,7.05,1,0.055671183,1,222.3088,7,2002,2,1,1,1,11
4346,868,7.05,1,0.05578483099999999,1,224.5088,3,2009,1,2,2,1,4
4643,868,7.05,1,0.055512274,1,225.7088,1,1987,0,2,1,1,26
472,992,12.15,1,0.058377105,6,160.6552,1,1987,0,2,1,1,26
752,992,12.15,1,0.058425726,6,163.2552,8,1997,2,0,1,1,16
4133,992,12.15,1,0.058544215,6,161.5552,7,2002,2,1,1,1,11
1200,453,19.1,1,0.017199163,6,146.9418,3,2009,1,2,2,1,4
2338,453,19.1,1,0.025746866,6,145.1418,5,1985,1,2,3,1,28
4984,453,19.1,1,0.025850623,6,149.0418,1,1987,0,2,1,1,26
929,417,8.63,1,0.033043717,13,112.8518,3,2009,1,2,2,1,4
1742,417,8.63,1,0.032909657,13,112.9518,8,1997,2,0,1,1,16
3711,417,8.63,1,0.033095808,13,113.2518,2,2007,2,1,1,1,6
5520,417,8.63,1,0.032903434,13,115.7518,6,2004,2,1,1,1,9
2918,273,10.195,0,0.027983281666666665,13,43.0428,7,2002,2,1,1,1,11
